ORDER_ID,PRODUCT_ID,Product,DATE,CITY_ID,QUANTITY
PARSKFEP-368280,MPGUJA16,GulabJamun,09 September 2017,VAR05,60
OHHTHSIR-149767,SUDSMT5,Sudha Smart,09 September 2017,GWA04,130
MBYVYWRF-898123,MPRSGL15,Rasogulla,09 September 2017,IND01,110
ZYLMEZUM-500737,MPBLSH18,Balusahi,10 September 2017,DHA02,76
UEQCAHGQ-837352,MPBLSH18,Balusahi,10 September 2017,NAR3,72
SNNZNFTJ-132946,MPICCR8,Ice Cream,10 September 2017,UJJ05,37
ISWOJBZG-413674,MPPCRD17,Plain Curd,10 September 2017,MUZ04,81
NESENZCU-459334,MPGHEE7,GHEE,11 September 2017,RAN03,18
MXJHBXFK-989005,SUDSHT3,Sudha Shakti,11 September 2017,GHA03,134
AJGPOGLH-780023,MPSUSP13,Sudha Special,11 September 2017,LUC02,79
ARZDYQPQ-473802,SUDSMT5,Sudha Smart,12 September 2017,RAN03,21
PMCJMUDI-917999,MPMTDH10,Mishti dahi,12 September 2017,BHO02,131
VVMNECGV-210322,MPGUJA16,GulabJamun,12 September 2017,NDL2,106
VIHSZEJH-133684,MPSUSP13,Sudha Special,13 September 2017,MUZ04,29
WIBSFCUP-358806,SUDSHT3,Sudha Shakti,13 September 2017,PAT01,128
IBSSHWJS-931866,MPPDA11,Peda,14 September 2017,BHG03,60
OTJWJPQG-081326,MPPDA11,Peda,14 September 2017,DHA02,62
XKTJCLNA-979257,MPRSGL15,Rasogulla,15 September 2017,DEO05,93
EJBTTLYH-001990,SUDSMT5,Sudha Smart,15 September 2017,PUR01,71
WHNPHXKP-365508,MPGUJA16,GulabJamun,15 September 2017,KAN01,61
FGXNALZD-019207,SUDHEL4,Sudha Healthy,15 September 2017,PUR01,126
BBKTFWKQ-257199,MPBLSH18,Balusahi,15 September 2017,DEL1,123
XMFNAPDP-368033,SUDHEL4,Sudha Healthy,16 September 2017,NAJ4,140
QQDHGCTJ-003972,MPPANR12,Paneer,16 September 2017,LUC02,56
LDNSCOVZ-745452,SUDCMK6,Sudha Cow Milk,17 September 2017,GWA04,94
HIMTAVUG-571695,MPMTDH10,Mishti dahi,17 September 2017,BSC04,32
LAGGLWJK-492601,SUDSHT3,Sudha Shakti,17 September 2017,LUC02,75
NKMAEAZC-874402,SUDCMK6,Sudha Cow Milk,18 September 2017,VAR05,145
RRJHYNIY-125744,SUDSMT5,Sudha Smart,18 September 2017,JAM01,125
RZHCPEEW-786413,SUDSMT5,Sudha Smart,19 September 2017,IND01,15
SGNKEXMC-778754,MPRSGL15,Rasogulla,19 September 2017,GWA04,60
KJZWVNDL-734295,MPSUSP13,Sudha Special,19 September 2017,GHA03,108
THKTOMKC-659453,SUDHEL4,Sudha Healthy,20 September 2017,PAT01,25
QFHEVNEU-104695,MPPANR12,Paneer,20 September 2017,KAN01,61
JECHEYIH-541614,SUDHEL4,Sudha Healthy,20 September 2017,GAY02,12
LBRUSHCG-863516,MPICCR8,Ice Cream,20 September 2017,IND01,44
MVRKDLWL-818553,SUDHEL4,Sudha Healthy,21 September 2017,DHA02,102
TBNLEDHF-927877,SUDGLD1,Sudha Gold,22 September 2017,DHA02,129
EJCWTGTZ-255738,MPSUSP13,Sudha Special,22 September 2017,NAR3,47
TLYVSRSC-805550,MPMTDH10,Mishti dahi,23 September 2017,BSC04,121
WGNYMFJD-706614,MPRSGL15,Rasogulla,24 September 2017,DHA02,134
XKWIJUDR-418446,SUDHEL4,Sudha Healthy,24 September 2017,BHO02,101
YYNVHZBF-011961,MPBLSH18,Balusahi,25 September 2017,BHG03,109
RVXSMLGL-106534,MPGUJA16,GulabJamun,25 September 2017,LUC02,120
IZTVREFF-771427,SUDLIT2,Sudha Lite,25 September 2017,AGR04,106
TZVQVNZI-176500,MPPCRD17,Plain Curd,27 September 2017,UJJ05,63
HMVCTBBQ-831776,MPPDA11,Peda,28 September 2017,GAY02,29
GVSMSMGR-869944,MPICCR8,Ice Cream,28 September 2017,KAN01,50
ANAGRGKZ-554391,MPGUJA16,GulabJamun,28 September 2017,IND01,103
QLBWTUUQ-000986,MPGUJA16,GulabJamun,29 September 2017,VAR05,45
KABYQUUS-967997,SUDGLD1,Sudha Gold,29 September 2017,AGR04,98
QCUTQFUF-373065,MPPCRD17,Plain Curd,30 September 2017,IND01,78
PATCXWJK-961771,MPMTDH10,Mishti dahi,30 September 2017,JAM01,35
IBLYHMNT-337244,SUDSHT3,Sudha Shakti,30 September 2017,NDL2,50
BSDDAZFL-651669,MPGHEE7,GHEE,01 October 2017,DEL1,94
QYPFINSQ-370350,MPPCRD17,Plain Curd,01 October 2017,PAT01,111
BRZTCXIX-699527,SUDHEL4,Sudha Healthy,01 October 2017,GAY02,50
BJMJBXXZ-868096,MPGUJA16,GulabJamun,01 October 2017,GWA04,80
CBFUVHIB-629592,MPICCR8,Ice Cream,01 October 2017,AGR04,27
EDUILFJZ-221700,SUDCMK6,Sudha Cow Milk,02 October 2017,KAN01,142
SFKMBDPJ-437289,MPGHEE7,GHEE,02 October 2017,MUZ04,83
ZTARPUEW-426855,SUDGLD1,Sudha Gold,02 October 2017,IND01,142
YNBAISQE-025190,MPICCR8,Ice Cream,03 October 2017,GHA03,23
ZKGPKXAU-862608,SUDGLD1,Sudha Gold,03 October 2017,PUR01,109
FVXEWYMZ-004764,SUDSHT3,Sudha Shakti,03 October 2017,DEL1,116
ONOCLKQS-890249,MPGUJA16,GulabJamun,04 October 2017,IND01,62
NRMTXDEW-655555,MPPANR12,Paneer,04 October 2017,DEL1,148
BYUZVMNG-356719,MPPDA11,Peda,04 October 2017,AGR04,85
KIWZSYRX-971044,MPKALA14,Kalakand,04 October 2017,NAR3,149
PBGZVPXS-851805,MPRSGL15,Rasogulla,05 October 2017,GHA03,132
BRDATGFN-493559,MPLSSI9,Lassi,05 October 2017,MUZ04,29
GCZFLFZM-747930,SUDSHT3,Sudha Shakti,05 October 2017,NAR3,87
KCENDQAQ-042203,MPSUSP13,Sudha Special,06 October 2017,NDL2,138
QTZARBOH-338894,MPKALA14,Kalakand,06 October 2017,GAY02,64
TQIACJEP-452752,MPPCRD17,Plain Curd,07 October 2017,UJJ05,23
AUOGSYTK-594112,SUDCMK6,Sudha Cow Milk,07 October 2017,JAB03,107
EEFSCERG-282194,MPPDA11,Peda,07 October 2017,DHA02,86
PAMDOJOW-744318,SUDGLD1,Sudha Gold,08 October 2017,NAR3,86
GLSPHTBV-367812,MPLSSI9,Lassi,08 October 2017,AGR04,45
PFEVIFQC-700141,SUDCMK6,Sudha Cow Milk,09 October 2017,DHA02,25
WRFLAJTL-892807,MPRSGL15,Rasogulla,10 October 2017,NDL2,113
DHFHKYJM-313087,MPKALA14,Kalakand,10 October 2017,JAB03,145
DAQEOWJA-228078,MPKALA14,Kalakand,10 October 2017,JAM01,118
ZCGLQQDH-233034,MPGHEE7,GHEE,10 October 2017,PAT01,27
JCNXXBBP-299225,MPSUSP13,Sudha Special,11 October 2017,DEO05,142
GFVPPNVS-532819,SUDGLD1,Sudha Gold,11 October 2017,JAM01,148
PTDSTFKN-318405,SUDLIT2,Sudha Lite,11 October 2017,GHA03,68
KCYWWOED-599898,MPKALA14,Kalakand,11 October 2017,GHA03,18
BSWHOYLR-486385,MPGUJA16,GulabJamun,11 October 2017,DHA02,79
GWBAIJCW-889752,SUDGLD1,Sudha Gold,12 October 2017,VAR05,93
NSLKAFXB-426317,MPRSGL15,Rasogulla,12 October 2017,BSC04,70
CUEDDDIZ-639742,MPKALA14,Kalakand,13 October 2017,DHA02,90
OQSPSSHO-201943,MPKALA14,Kalakand,13 October 2017,JAB03,36
EFNXPAMC-119198,MPSUSP13,Sudha Special,13 October 2017,MUZ04,35
UPVAUUPY-403533,MPSUSP13,Sudha Special,14 October 2017,DHA02,94
WSHDGOVM-784377,MPPCRD17,Plain Curd,14 October 2017,DHA02,91
VDVKDEQV-256914,SUDSHT3,Sudha Shakti,14 October 2017,PUR01,40
LVNNSLVP-353083,SUDGLD1,Sudha Gold,15 October 2017,JAB03,117
PIWVLIAD-842860,SUDLIT2,Sudha Lite,15 October 2017,JAM01,143
ZZBTCGHJ-704769,MPLSSI9,Lassi,15 October 2017,LUC02,48
PWOSKOAL-783385,SUDSMT5,Sudha Smart,16 October 2017,GHA03,54
WWLJEVBP-982680,MPPDA11,Peda,17 October 2017,NDL2,55
HAKVDBPI-586164,MPPANR12,Paneer,17 October 2017,DEO05,17
GSCKPGZD-931171,MPSUSP13,Sudha Special,17 October 2017,PAT01,30
IHANGOXE-994460,MPLSSI9,Lassi,18 October 2017,DEO05,28
UFIPOEUL-332715,MPGUJA16,GulabJamun,18 October 2017,UJJ05,81
ZOKFMSEP-532333,MPPDA11,Peda,19 October 2017,KAN01,95
PXYRWQFY-778770,SUDHEL4,Sudha Healthy,19 October 2017,DEL1,108
SRXKJGML-709977,SUDSMT5,Sudha Smart,19 October 2017,GHA03,52
CPNIFZUD-160692,MPKALA14,Kalakand,19 October 2017,MUZ04,44
LCQNAFZT-831897,MPRSGL15,Rasogulla,20 October 2017,AGR04,34
OQSAHELH-524425,SUDGLD1,Sudha Gold,20 October 2017,DEL1,26
RRWQEUSY-276453,MPBLSH18,Balusahi,21 October 2017,GWA04,121
RMVPVNFS-098092,MPPANR12,Paneer,21 October 2017,AGR04,141
ZBSFNBKC-811899,MPLSSI9,Lassi,21 October 2017,BSC04,45
UKLARSOP-870346,SUDSHT3,Sudha Shakti,21 October 2017,UJJ05,76
ECDYWDGI-937982,SUDCMK6,Sudha Cow Milk,21 October 2017,BSC04,43
HEEBJSBB-899157,MPGUJA16,GulabJamun,22 October 2017,NAJ4,56
MCRFSIAE-081693,MPGUJA16,GulabJamun,22 October 2017,DEL1,105
HZBLDQRA-925177,SUDSMT5,Sudha Smart,23 October 2017,DEO05,108
KQOHKSUB-972687,MPPDA11,Peda,23 October 2017,PUR01,23
XOPBKQJA-554990,MPPDA11,Peda,23 October 2017,NAJ4,29
GRRDPWGD-255413,MPPCRD17,Plain Curd,23 October 2017,GWA04,45
MHJUFGRV-500069,MPBLSH18,Balusahi,23 October 2017,LUC02,93
VDLVYPFF-800593,SUDCMK6,Sudha Cow Milk,24 October 2017,NAR3,114
KHYSVTVD-152373,MPGUJA16,GulabJamun,24 October 2017,BHG03,101
HBMVDPKA-136117,MPLSSI9,Lassi,24 October 2017,PUR01,44
ORIPILRO-397914,MPPCRD17,Plain Curd,24 October 2017,BHO02,108
FJNGVJQR-279913,MPPCRD17,Plain Curd,25 October 2017,BHO02,41
RJUDOHTB-647905,MPRSGL15,Rasogulla,25 October 2017,DEO05,18
MDGKIYWI-438586,SUDGLD1,Sudha Gold,26 October 2017,DHA02,143
GOEMNSES-780563,MPGHEE7,GHEE,26 October 2017,BHO02,76
QUNLSVPK-712429,SUDLIT2,Sudha Lite,26 October 2017,BSC04,80
DPMGKGWI-928254,SUDSMT5,Sudha Smart,26 October 2017,DHA02,39
ETIQCQTR-415440,MPICCR8,Ice Cream,26 October 2017,AGR04,27
VBTQJIWJ-855668,SUDLIT2,Sudha Lite,27 October 2017,GAY02,117
HFENGUJU-582610,SUDSHT3,Sudha Shakti,27 October 2017,JAB03,143
GFPSYYSV-522725,SUDHEL4,Sudha Healthy,28 October 2017,RAN03,89
AKNNSYIH-242979,SUDHEL4,Sudha Healthy,28 October 2017,DHA02,62
NXRAEKUA-443004,SUDHEL4,Sudha Healthy,28 October 2017,GWA04,131
FLHLDAYD-942711,SUDSHT3,Sudha Shakti,28 October 2017,NAR3,134
UMXDROGZ-254960,MPLSSI9,Lassi,28 October 2017,BHG03,30
VJLVTSGO-190080,MPPDA11,Peda,28 October 2017,UJJ05,18
URWFFIEA-208634,MPPDA11,Peda,29 October 2017,UJJ05,64
WGXHBRNW-986186,MPMTDH10,Mishti dahi,29 October 2017,BHG03,149
KZTEVKGS-745646,MPGHEE7,GHEE,29 October 2017,NAN5,42
MXGQGESN-077545,MPMTDH10,Mishti dahi,30 October 2017,PAT01,131
VWEGDUXU-655373,MPLSSI9,Lassi,30 October 2017,GWA04,42
DURMTSVL-006544,MPPDA11,Peda,30 October 2017,UJJ05,73
XGWISZWV-920046,MPBLSH18,Balusahi,31 October 2017,VAR05,123
HTTUAQAR-771609,MPICCR8,Ice Cream,31 October 2017,MUZ04,36
EIAQRAOH-861389,MPGUJA16,GulabJamun,31 October 2017,JAM01,80
YMELDNWA-496266,MPRSGL15,Rasogulla,31 October 2017,GWA04,129
RDIRFUCY-008855,MPRSGL15,Rasogulla,31 October 2017,BHO02,132
ITMCQFWR-404678,MPRSGL15,Rasogulla,31 October 2017,DHA02,104
KGNPWYQQ-653388,MPLSSI9,Lassi,01 November 2017,NAJ4,55
NLHEADFZ-388343,MPLSSI9,Lassi,01 November 2017,KAN01,39
XSNKBPTF-376511,MPGHEE7,GHEE,01 November 2017,GAY02,144
FNSAYIBO-307307,MPPCRD17,Plain Curd,01 November 2017,NAN5,141
BPEVJEXO-471300,MPKALA14,Kalakand,01 November 2017,GAY02,56
HIKAJVEP-141099,MPPANR12,Paneer,02 November 2017,PUR01,149
CNPLHMNN-738135,MPGUJA16,GulabJamun,02 November 2017,UJJ05,83
RSXMTUOT-494016,MPBLSH18,Balusahi,02 November 2017,LUC02,101
CEAPEBIX-027142,MPPCRD17,Plain Curd,02 November 2017,JAB03,30
XSQFZDCS-140984,SUDHEL4,Sudha Healthy,02 November 2017,DEL1,68
PQRLAHZQ-386330,SUDCMK6,Sudha Cow Milk,02 November 2017,BSC04,134
EVRLHVRU-327039,SUDSHT3,Sudha Shakti,02 November 2017,NAJ4,58
RULDDCKN-206303,MPLSSI9,Lassi,03 November 2017,DHA02,33
GNIPVCCV-605637,MPPDA11,Peda,03 November 2017,NAJ4,88
SIXKZIOU-466395,MPICCR8,Ice Cream,03 November 2017,NDL2,50
NOZRJHFR-378050,MPLSSI9,Lassi,03 November 2017,NAJ4,49
KFHZPMAZ-827158,MPKALA14,Kalakand,03 November 2017,NAN5,115
SHYRRUKW-787977,MPGUJA16,GulabJamun,04 November 2017,NAJ4,63
RPSWHCEA-720922,MPICCR8,Ice Cream,04 November 2017,GHA03,27
NXLXXFTJ-292065,MPICCR8,Ice Cream,05 November 2017,BHG03,36
VBAXGLTL-686488,SUDSMT5,Sudha Smart,06 November 2017,VAR05,83
VHBXFQPR-075430,SUDSMT5,Sudha Smart,06 November 2017,DEL1,22
HOOMFYZE-140879,MPPANR12,Paneer,06 November 2017,UJJ05,101
XNVMPTKB-029147,MPPANR12,Paneer,07 November 2017,BSC04,86
LRNWKIGU-714929,MPKALA14,Kalakand,07 November 2017,KAN01,78
EXIKYBOM-218036,SUDHEL4,Sudha Healthy,07 November 2017,NAN5,89
WZFFRHWH-588096,SUDSHT3,Sudha Shakti,07 November 2017,PUR01,101
TRDPKSPL-027567,SUDHEL4,Sudha Healthy,08 November 2017,PUR01,126
DUBBECEU-107828,MPLSSI9,Lassi,08 November 2017,PUR01,44
ZMVTHKUW-568668,SUDHEL4,Sudha Healthy,09 November 2017,JAB03,147
DSDUSAMX-134873,MPICCR8,Ice Cream,09 November 2017,UJJ05,26
RTMATGSY-328795,SUDCMK6,Sudha Cow Milk,09 November 2017,RAN03,126
FKNBSPSH-991201,SUDLIT2,Sudha Lite,09 November 2017,NAR3,104
UKXGGWGM-422929,SUDSMT5,Sudha Smart,09 November 2017,IND01,47
MUWIKOAM-527582,MPRSGL15,Rasogulla,09 November 2017,IND01,139
ODSOPJKJ-953269,SUDSMT5,Sudha Smart,09 November 2017,BSC04,89
BBNSIOZS-695743,SUDGLD1,Sudha Gold,10 November 2017,NAJ4,108
GWCDIKEO-174611,MPRSGL15,Rasogulla,11 November 2017,BHG03,98
NVKFEFLA-618065,MPGUJA16,GulabJamun,11 November 2017,KAN01,107
VGZXATZF-587695,MPPANR12,Paneer,11 November 2017,DEL1,46
XULOJNAS-023673,SUDGLD1,Sudha Gold,11 November 2017,LUC02,37
NYPSEZJT-575719,MPLSSI9,Lassi,11 November 2017,PUR01,60
FCWWVENR-311281,MPICCR8,Ice Cream,11 November 2017,LUC02,35
DPPIMCKS-531724,SUDGLD1,Sudha Gold,12 November 2017,NDL2,103
PNKUKRWH-650986,SUDCMK6,Sudha Cow Milk,12 November 2017,AGR04,17
BRMXBJPB-512374,MPSUSP13,Sudha Special,13 November 2017,UJJ05,63
FOVXOOXQ-419383,MPPANR12,Paneer,13 November 2017,DEL1,83
KICRVPKA-986334,MPPCRD17,Plain Curd,14 November 2017,MUZ04,134
TZJGWZDY-011441,SUDLIT2,Sudha Lite,14 November 2017,LUC02,45
JFFMISAN-258064,SUDSHT3,Sudha Shakti,14 November 2017,JAM01,99
TEWOALFR-583705,SUDCMK6,Sudha Cow Milk,14 November 2017,JAB03,94
MPXDYDWC-413866,MPMTDH10,Mishti dahi,15 November 2017,NAJ4,47
HIBNTKZC-365179,SUDGLD1,Sudha Gold,16 November 2017,VAR05,84
BEUPIEFG-161490,MPPCRD17,Plain Curd,17 November 2017,LUC02,17
YPMMYEPP-302266,SUDSHT3,Sudha Shakti,17 November 2017,NDL2,60
PIONLRQH-944884,MPGUJA16,GulabJamun,18 November 2017,LUC02,73
KBAVIOMW-893770,MPBLSH18,Balusahi,18 November 2017,PUR01,100
MWFCCRJX-362926,MPPCRD17,Plain Curd,18 November 2017,DHA02,101
XTUKCJPO-095682,SUDHEL4,Sudha Healthy,18 November 2017,BHG03,37
YJSJLBUV-287485,SUDCMK6,Sudha Cow Milk,19 November 2017,BHG03,147
YPBVFZQP-135365,SUDHEL4,Sudha Healthy,19 November 2017,JAM01,129
RTFZKWFA-901595,SUDHEL4,Sudha Healthy,19 November 2017,PAT01,117
JGJEYIDP-475062,MPMTDH10,Mishti dahi,20 November 2017,PAT01,84
AINUEVGB-784568,SUDLIT2,Sudha Lite,20 November 2017,LUC02,81
LXTWRZPT-435162,MPICCR8,Ice Cream,20 November 2017,JAM01,35
ZSNVGQEW-583730,SUDHEL4,Sudha Healthy,20 November 2017,JAM01,59
BUGEONJS-850464,SUDHEL4,Sudha Healthy,21 November 2017,AGR04,113
PFPUMQJT-559203,MPMTDH10,Mishti dahi,21 November 2017,AGR04,65
QQEWJVHF-874417,MPGUJA16,GulabJamun,21 November 2017,DHA02,119
CPNPCSEN-508908,SUDGLD1,Sudha Gold,21 November 2017,PUR01,29
WYFOKNFL-319709,MPGHEE7,GHEE,21 November 2017,DEL1,24
UZEDALKF-238723,MPICCR8,Ice Cream,21 November 2017,VAR05,44
PXRRSNLO-530880,MPLSSI9,Lassi,21 November 2017,GWA04,26
JWOCNGFP-935652,MPBLSH18,Balusahi,22 November 2017,DEL1,114
OGGRBIOG-058467,SUDHEL4,Sudha Healthy,22 November 2017,RAN03,41
RQVWRPTX-930639,MPMTDH10,Mishti dahi,22 November 2017,AGR04,103
MXAHLOJF-840814,MPMTDH10,Mishti dahi,22 November 2017,NAR3,27
UOCDDINB-798060,MPLSSI9,Lassi,23 November 2017,JAM01,45
STCTQFLE-738514,SUDGLD1,Sudha Gold,23 November 2017,AGR04,100
AKINWXSQ-859276,MPLSSI9,Lassi,23 November 2017,JAB03,34
AMJYSTUU-220516,SUDSMT5,Sudha Smart,23 November 2017,IND01,134
AGUBFUYL-768844,MPGHEE7,GHEE,23 November 2017,AGR04,150
TBQKICCA-618261,SUDHEL4,Sudha Healthy,24 November 2017,NDL2,60
IGOFDPYY-992650,MPLSSI9,Lassi,24 November 2017,GHA03,40
RKETDJPA-877843,MPSUSP13,Sudha Special,24 November 2017,NDL2,34
FDZQCLAG-256902,MPPANR12,Paneer,24 November 2017,BHO02,126
NWMRGYZZ-182433,MPBLSH18,Balusahi,24 November 2017,GHA03,122
LIMAXOSC-958892,SUDLIT2,Sudha Lite,26 November 2017,AGR04,59
LKBTZSLX-549765,MPKALA14,Kalakand,26 November 2017,MUZ04,19
TRKFXHHM-021177,MPKALA14,Kalakand,26 November 2017,DEL1,41
EAUYUGIW-632468,SUDCMK6,Sudha Cow Milk,27 November 2017,GAY02,104
KMBLHJKZ-305878,SUDCMK6,Sudha Cow Milk,27 November 2017,BHO02,40
KWAZQHJW-717856,MPPANR12,Paneer,27 November 2017,JAM01,71
OAYOWUPU-709135,MPKALA14,Kalakand,27 November 2017,UJJ05,89
TTBAZXRJ-811094,MPPDA11,Peda,28 November 2017,GHA03,67
OISPHNIW-394891,MPMTDH10,Mishti dahi,28 November 2017,KAN01,78
YDSMPPOL-357467,MPKALA14,Kalakand,28 November 2017,JAM01,105
GVBBIJEB-223059,MPMTDH10,Mishti dahi,28 November 2017,GWA04,117
FVWFHJKX-544279,MPICCR8,Ice Cream,29 November 2017,BHO02,37
OGFBTWKT-797766,MPICCR8,Ice Cream,29 November 2017,UJJ05,39
UBNGWZSG-086242,MPPDA11,Peda,29 November 2017,VAR05,133
DZOHCQCK-292211,MPRSGL15,Rasogulla,30 November 2017,UJJ05,82
ZFJHHMJS-465922,MPSUSP13,Sudha Special,30 November 2017,MUZ04,78
YZBXYVFK-037497,SUDHEL4,Sudha Healthy,01 December 2017,DHA02,53
QGUOYWYW-122317,MPSUSP13,Sudha Special,01 December 2017,DEL1,57
YCATHLCP-225425,MPSUSP13,Sudha Special,02 December 2017,GAY02,114
LCAXOMLP-594001,SUDHEL4,Sudha Healthy,02 December 2017,GWA04,138
AQDEVQJO-349888,MPRSGL15,Rasogulla,02 December 2017,JAB03,129
XHHXISOR-919643,SUDGLD1,Sudha Gold,02 December 2017,PUR01,80
XOBEYQSN-456357,MPLSSI9,Lassi,03 December 2017,NDL2,39
QDAJDOEA-814102,MPPDA11,Peda,03 December 2017,GWA04,37
RPNILKZH-065469,MPGUJA16,GulabJamun,04 December 2017,NDL2,83
GELEYFOE-707496,MPMTDH10,Mishti dahi,04 December 2017,BSC04,119
DJVORUOQ-983578,MPPCRD17,Plain Curd,04 December 2017,BSC04,89
TAZEYGKI-406955,MPSUSP13,Sudha Special,04 December 2017,NAR3,145
FIESQEZI-801272,SUDHEL4,Sudha Healthy,05 December 2017,DEO05,96
PBSBLRIZ-258802,MPGHEE7,GHEE,05 December 2017,UJJ05,75
URVMVXYY-407176,SUDSHT3,Sudha Shakti,05 December 2017,GHA03,82
KWJFDPLH-837480,MPPDA11,Peda,05 December 2017,GWA04,81
WLMEXFQW-139147,SUDHEL4,Sudha Healthy,05 December 2017,GWA04,48
LGXJVAPA-772028,SUDSHT3,Sudha Shakti,05 December 2017,NAN5,145
PEYDJZPU-539621,MPRSGL15,Rasogulla,06 December 2017,DHA02,107
YNHXYVQF-651449,MPPANR12,Paneer,06 December 2017,DEO05,50
DPOLDWNT-712412,MPKALA14,Kalakand,06 December 2017,NAJ4,60
OMOOIQGO-040778,MPBLSH18,Balusahi,07 December 2017,MUZ04,108
DKSDBHJY-013816,MPGUJA16,GulabJamun,07 December 2017,GHA03,103
HXDYTFFM-444516,SUDLIT2,Sudha Lite,07 December 2017,NAN5,149
DPDXEPGS-432504,MPPCRD17,Plain Curd,07 December 2017,BHG03,106
UXZXQFTJ-967465,MPMTDH10,Mishti dahi,07 December 2017,JAM01,49
NUDZGFWR-767102,MPGHEE7,GHEE,08 December 2017,DHA02,43
QXVTOWDG-069864,MPPDA11,Peda,08 December 2017,VAR05,29
CGENPYJD-412395,MPBLSH18,Balusahi,08 December 2017,BSC04,63
UKVKAWJG-656906,SUDLIT2,Sudha Lite,10 December 2017,NDL2,38
LKTONYMA-524247,MPBLSH18,Balusahi,11 December 2017,UJJ05,97
AXNXRQNE-340548,MPMTDH10,Mishti dahi,11 December 2017,BHG03,114
YEVNLMPT-581792,SUDCMK6,Sudha Cow Milk,12 December 2017,AGR04,69
ONWNDAVS-365171,MPLSSI9,Lassi,12 December 2017,GAY02,41
YILEVXSN-079868,MPRSGL15,Rasogulla,12 December 2017,RAN03,143
PAHSRRPU-102846,MPPDA11,Peda,13 December 2017,LUC02,15
AJLOYDAP-977038,SUDHEL4,Sudha Healthy,14 December 2017,BHG03,150
UQCMYHQD-746955,SUDHEL4,Sudha Healthy,14 December 2017,JAB03,114
BGXYUKWV-738715,MPPDA11,Peda,15 December 2017,DEL1,56
XMZQCXVH-140684,SUDLIT2,Sudha Lite,15 December 2017,DEO05,131
LAFSEXPF-473242,SUDCMK6,Sudha Cow Milk,16 December 2017,AGR04,92
KIYZQFTD-319389,MPSUSP13,Sudha Special,16 December 2017,NDL2,109
ORIFVUGO-908947,MPLSSI9,Lassi,16 December 2017,RAN03,28
LCNEREFS-549386,SUDGLD1,Sudha Gold,16 December 2017,BHG03,55
JMVGEMUI-923401,MPPANR12,Paneer,16 December 2017,RAN03,72
CUDGARWO-691436,MPPDA11,Peda,17 December 2017,DEO05,61
XFLTGRGN-620759,MPSUSP13,Sudha Special,18 December 2017,NAJ4,57
OOPTIXTF-986977,SUDSMT5,Sudha Smart,18 December 2017,BSC04,78
WDXIACZZ-867038,SUDHEL4,Sudha Healthy,19 December 2017,DHA02,14
HRRQTNWQ-934984,MPKALA14,Kalakand,19 December 2017,BHG03,57
YJFAUYJP-549401,SUDHEL4,Sudha Healthy,20 December 2017,NAR3,19
YDAEZQRE-200091,MPBLSH18,Balusahi,20 December 2017,GAY02,125
LNAHAOKH-531158,MPGHEE7,GHEE,20 December 2017,IND01,58
XHHYNUEW-947857,MPRSGL15,Rasogulla,21 December 2017,AGR04,121
IPKKKOPV-298569,SUDSMT5,Sudha Smart,21 December 2017,DEL1,142
KYCSVOFU-063785,MPICCR8,Ice Cream,21 December 2017,GHA03,40
LRBZWVOA-002233,MPPDA11,Peda,21 December 2017,PUR01,33
YLNKDJXE-208096,MPBLSH18,Balusahi,21 December 2017,DEL1,100
QKRNXBUF-019018,SUDLIT2,Sudha Lite,22 December 2017,BHO02,133
ZEQVZUTD-613413,MPBLSH18,Balusahi,22 December 2017,GHA03,118
XULODDVH-680295,MPRSGL15,Rasogulla,23 December 2017,VAR05,82
HIUDOWRU-780859,MPBLSH18,Balusahi,23 December 2017,DEO05,113
JTRLTMIO-194121,MPPDA11,Peda,23 December 2017,AGR04,124
CAPLKRKH-580488,MPBLSH18,Balusahi,24 December 2017,JAM01,69
QSXDBACF-247174,MPBLSH18,Balusahi,24 December 2017,PUR01,64
SXYFOSDG-784341,MPGHEE7,GHEE,25 December 2017,BHG03,134
GLTXNVHD-940134,SUDCMK6,Sudha Cow Milk,25 December 2017,GAY02,149
ZJTOORIR-352614,MPICCR8,Ice Cream,25 December 2017,GWA04,22
YDEGRBQG-927367,MPLSSI9,Lassi,25 December 2017,VAR05,43
EOXURUKO-325272,MPLSSI9,Lassi,26 December 2017,BHO02,59
DAXOGOYO-561692,SUDCMK6,Sudha Cow Milk,26 December 2017,DEO05,27
LXEATSEO-260998,MPMTDH10,Mishti dahi,26 December 2017,VAR05,45
DZELYPBZ-266049,MPKALA14,Kalakand,27 December 2017,NAR3,75
VUHIZXYL-034733,MPGHEE7,GHEE,27 December 2017,IND01,118
UXAMALYS-536141,SUDHEL4,Sudha Healthy,27 December 2017,MUZ04,84
VERYEVJM-999579,MPPCRD17,Plain Curd,27 December 2017,NAR3,92
TYMFIBEM-467266,MPPANR12,Paneer,28 December 2017,AGR04,63
LEIWVXNF-166795,SUDGLD1,Sudha Gold,28 December 2017,NAR3,47
LNJZKWTT-033477,MPPCRD17,Plain Curd,28 December 2017,JAB03,36
XXWMGIFN-098735,MPMTDH10,Mishti dahi,28 December 2017,NDL2,65
AEQACLBN-873713,MPPDA11,Peda,28 December 2017,JAM01,146
ZFDGHKSV-315696,MPPANR12,Paneer,28 December 2017,DEL1,39
CRHCOWRF-545133,MPPANR12,Paneer,28 December 2017,BHG03,68
SJMKMZAI-350348,MPPANR12,Paneer,29 December 2017,GAY02,71
